-38.5481388889,-12.9997222222,1,18,3
77.9865,-95.6121666667,1,0,0
-45.9185555556,-83.4433888889,1,0,0
-78.9444166667,-41.1651944444,1,164,0
66.1488055556,72.1458888889,1,359,6
56.7005277778,-51.8236111111,1,19,0
81.45975,-56.7868333333,1,1,0
-51.4832222222,113.374444444,1,85,1
-2.83216666667,-21.7291111111,1,2,0
37.5534444444,-108.194305556,1,1,0
43.6931388889,-57.6844444444,1,0,0
56.6453333333,175.027222222,1,0,0
80.3772222222,-27.4523888889,1,2,0
-45.5539166667,-153.240444444,1,0,0
-42.5575,85.5664722222,1,1,0
-38.9024444444,136.069222222,1,0,0
-52.5849166667,-153.590277778,1,0,0
-64.9712777778,147.077861111,1,1,0
-61.8048611111,-113.007388889,1,1,0
-52.7445,9.21969444444,1,21,0
-18.5812777778,-66.8787222222,1,61,15
-61.3853611111,-124.123416667,1,12,0
60.5989166667,140.419027778,1,12,1
72.4149722222,-152.140555556,1,0,0
-58.09975,43.8931666667,1,552,6
-28.5185555556,-40.1406666667,1,296,47
75.4456666667,11.0178611111,1,0,0
-70.75075,-89.9066666667,1,649,5
69.1901111111,172.950416667,1,189,2
-64.4969722222,-24.3318333333,1,638,13
-42.0693888889,37.7790277778,1,2,0
-79.2329722222,162.503083333,1,1,0
40.4079166667,40.6863888889,1,0,0
47.0591388889,111.283972222,1,0,0
54.3609722222,-86.4812222222,1,108,2
46.8504722222,-156.110805556,1,0,0
50.7981666667,110.700166667,1,0,0
50.2671666667,12.7048333333,1,0,0
-32.6666944444,58.2310833333,1,0,0
-77.4079722222,1.86186111111,1,23,1
-25.6793333333,-98.6961666667,1,0,0
62.9675277778,-120.534,1,29,0
-81.6701111111,-163.743444444,1,0,0
75.8501666667,113.362972222,1,0,0
-15.5178055556,20.5458611111,1,0,0
23.7963333333,-3.34883333333,1,0,0
-68.41525,77.0631944444,1,0,0
53.9956111111,-150.531277778,1,0,0
81.5658611111,-176.263861111,1,1,0
67.2398888889,49.8612222222,1,48,1
72.9577222222,-83.6292777778,1,0,0
-59.2908611111,78.5381111111,1,2,0
56.8512222222,82.3855555556,1,0,0
-71.8624166667,-148.755666667,1,30,0
60.0111666667,-16.8425833333,1,0,0
80.4816944444,66.2023333333,1,1,0
46.5366388889,-80.8368888889,1,265,2
78.3401111111,-139.462166667,1,0,0
-80.9456944444,48.623,1,1,0
-49.1254166667,15.0866388889,1,2,0
80.0515277778,153.794472222,1,1,0
80.1661388889,60.2086388889,1,0,0
-32.2266944444,65.06925,1,0,0
36.9676111111,-128.455805556,1,0,0
-73.74425,12.9388888889,1,26,1
-55.1108055556,-55.0644722222,1,5,0
-28.9241388889,163.214361111,1,0,0
63.1436388889,-116.437638889,1,0,0
-49.6068888889,107.891666667,1,220,2
-9.48133333333,-93.2367222222,1,1,1
17.71825,-161.964472222,1,0,0
-52.16825,-83.0335277778,1,0,0
-12.7304166667,4.74347222222,1,0,0
27.1017777778,-101.434083333,1,1,0
